Order,Country of president,President,Location continent,Location country,Location city,Date start,Date end,Subject,Participants,Source,Link
933,China,Hu Jintao,,Russia,Novosibirsk,30.6.2005,3.7.2005,"Hu Jintao met with Russian President Vladimir Putin., Hu Jintao met with Sergei Mironov, chairman of the Federation Council of Russia., Hu Jintao and Russian President Vladimir Putin signed a joint statement on a new world order in the 21st century after their talks., Hu Jintao held talks with Russian Prime Minister Mikhail Fradkov., Hu Jintao met with Anatoliy Kvashnin, Russian President Vladimir Putin's representative in the Siberian Federal District and Viktor Tolokonsky, governor of Novosibirskaya Region.","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Vladimir Putin, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Sergei Mironov, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Vladimir Putin, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Mikhail Fradkov, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Viktor Tolokonsky, Anatoliy Kvashnin",,http://www.chinavitae.com//vip/index.php?mode=show&id=3818
934,China,Hu Jintao,,Russia,Moscow,8.5.2005,9.5.2005,"Hu Jintao met with South Korean President Roh Moo-hyun., Hu Jintao met with Turkmen President Saparmurad Niyazov., Hu Jintao made remarks during a meeting with Russian veterans who helped China force out the Japanese during World War II., Hu Jintao met with Romanian President Traian Bbasescu., Hu Jintao met with French President Jacques Chirac., Hu Jintao met with Russian President Vladimir Putin., Hu Jintao attended a celebration ceremony marking the 60th anniversary of the victory of Russia's Great Patriotic War.","Hu Jintao, Tang Jiaxuan,  Roh Moo-hyun, Hu Jintao, Tang Jiaxuan, Saparmurad Niyazov, Hu Jintao, Tang Jiaxuan, Hu Jintao, Tang Jiaxuan, Traian Bbasescu, Hu Jintao, Tang Jiaxuan, Jacques Chirac, Hu Jintao, Tang Jiaxuan, Vladimir Putin, Hu Jintao, Tang Jiaxuan",,http://www.chinavitae.com//vip/index.php?mode=show&id=3545
935,China,Hu Jintao,,Philippines,Manila,27.4.2005,27.4.2005,"Hu Jintao met with Haruhiko Kuroda,  President of the Asian Development Bank (ADB). , Hu Jintao held talks with Philippine President Gloria Macapagal Arroyo.","Hu Jintao, Bo Xilai, Jin Renqing, Li Zhaoxing, Wang Gang, Haruhiko Kuroda, Hu Jintao, Bo Xilai, Jin Renqing, Li Zhaoxing, Wang Gang, Gloria Macapagal Arroyo",,http://www.chinavitae.com//vip/index.php?mode=show&id=3508
936,China,Hu Jintao,,Indonesia,Jakarta,22.4.2005,25.4.2005,"Hu Jintao met with Than Shwe, chairman of the State Peace and Development Council of Myanmar., Hu Jintao met with Nepali King Gyanendra., Hu Jintao met with Thai Prime Minister Thaksin Shinawatra., Hu Jintao met with Pakistani President Pervez Musharraf., He Jintao delivered a speech at the Asian-African Summit., Hu Jintao met with Tajikistan President Emomali Rakhmonov., Hu Jintao met with Indian Prime Minister Manmohan Singh., Hu Jintao met with UN Secretary-General Kofi Annan., Hu Jintao met with Japanese Prime Minister Junichiro Koizumi., Hu Jintao met with Ghanaian President John Agyekum Kufuor., Hu Jintao met with Sudanese President Omar el-Bashir., Hu Jintao attended the celebrating activities for commemorating the golden jubilee of the Bandung Conference., Hu Jintao held talks with Indonesian President Susilo Bambang Yudhoyono.","Hu Jintao, Bo Xilai, Jin Renqing, Li Zhaoxing, Wang Gang, Than Shwe, Hu Jintao, Bo Xilai, Jin Renqing, Li Zhaoxing, Wang Gang,  King Gyanendra, Hu Jintao, Bo Xilai, Jin Renqing, Li Zhaoxing, Wang Gang, Thaksin Shinawatra, Hu Jintao, Bo Xilai, Jin Renqing, Li Zhaoxing, Wang Gang, Pervez Musharraf, Hu Jintao, Bo Xilai, Jin Renqing, Li Zhaoxing, Wang Gang, Hu Jintao, Bo Xilai, Jin Renqing, Li Zhaoxing, Wang Gang, Emomali Rakhmonov, Hu Jintao, Bo Xilai, Jin Renqing, Li Zhaoxing, Wang Gang, Manmohan Singh, Hu Jintao, Bo Xilai, Jin Renqing, Li Zhaoxing, Wang Gang, Kofi Annan, Hu Jintao, Bo Xilai, Jin Renqing, Li Zhaoxing, Wang Gang, Junichiro Koizumi, Hu Jintao, Bo Xilai, Jin Renqing, Li Zhaoxing, Wang Gang, John Agyekum Kufuor, Hu Jintao, Bo Xilai, Jin Renqing, Li Zhaoxing, Wang Gang, Omar el-Bashir, Hu Jintao, Bo Xilai, Jin Renqing, Li Zhaoxing, Wang Gang, Susilo Bambang Yudhoyono",,http://www.chinavitae.com//vip/index.php?mode=show&id=3505
937,China,Hu Jintao,,Brunei,Bandar Seri Begawan,20.4.2005,20.4.2005,Hu Jintao held talks with  Bruneian Sultan Haji Hassanal Bolkiah.,"Hu Jintao, Bo Xilai, Jin Renqing, Li Zhaoxing, Wang Gang, Haji Hassanal Bolkiah, Haji Hassanal Bolkiah",,http://www.chinavitae.com//vip/index.php?mode=show&id=3482
938,China,Hu Jintao,,Spain,Gran Canaria,24.11.2004,24.11.2004,Hu Jintao met with Spanish Crown Prince Felipe de Borbon y Grecia.,"Hu Jintao, Prince Felipe de Borbon y Grecia",,http://www.chinavitae.com//vip/index.php?mode=show&id=2938
939,China,Hu Jintao,,Cuba,Havana,22.11.2004,22.11.2004,"Hu Jintao met with Fidel Castro, president of the Cuban Council of State.","Hu Jintao, Bo Xilai, Li Zhaozhuo, Ma Kai, Wang Gang, Fidel Castro",,http://www.chinavitae.com//vip/index.php?mode=show&id=2935
940,China,Hu Jintao,,Egypt,Cairo,21.11.2004,21.11.2004,"Hu Jintao met with Japanese Prime Minister Junichiro Koizumi., Hu Jintao met with Mexican President Vicente Fox.","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Junichiro Koizumi, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Vicente Fox",,http://www.chinavitae.com//vip/index.php?mode=show&id=2928
941,China,Hu Jintao,,Chile,Santiago,18.11.2004,21.11.2004,"Hu Jintao held talks with Chilean President Ricardo Lagos Escobar., Hu Jintao met with South Korean President  Roh Moo-hyun. 
, Hu Jintao met with Singporean Prime Minister Lee Hsien Loong., Hu Jintao met with New Zealand's Prime Minister Helen Elizabeth Clark on the eve of the 12th APEC Economic Leaders Meeting., Hu Jintao met with Vietnamese President Tran Duc Luong on the eve of the 12th APEC Economic Leaders' Meeting., Hu Jintao met with Russian President Vladimir Putin., Hu Jintao met with Peruvian President Alejandro Toledo Manrique., Hu Jintao met with Canadian Prime Minister Paul Martin., Hu Jintao met with Indonesian president Susilo Bambang., Hu Jintao met with  US President George W. Bush on the sidelines of the 12th APEC Economic Leaders Meeting., Hu Jintao met with Australian Prime Minister John Winston Howard., Hu Jintao made a speech at the 12th Economic Leaders' Meeting of the Asia-Pacific Economic Cooperation(APEC).","Hu Jintao, Wang Gang, Ricardo Lagos Escobar, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang,  Roh Moo-hyun, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Lee Hsien Loong, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Helen Elizabeth Clark, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Tran Duc Luong, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Vladimir Putin, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Alejandro Toledo Manrique, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Paul Martin, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Susilo Bambang, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, George W. Bush, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, John Winston Howard, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang",,http://www.chinavitae.com//vip/index.php?mode=show&id=2923
942,China,Hu Jintao,,Argentina,Buenos Aires,16.11.2004,16.11.2004,"Hu Jintao held talks with Argentine President Nestor Kirchner. 
","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Nestor Kirchner",,http://www.chinavitae.com//vip/index.php?mode=show&id=2895
943,China,Hu Jintao,,Brazil,Sao Paulo,12.11.2004,15.11.2004,"Hu Jintao addressed the National Congress of Brazil, before his speech, Hu met separately with leaders of both houses of parliament. 
, Hu Jintao held talks with Brazilian President Luiz Inacio Lula da Silva., Hu Jintao met with Rosinha Garotinho, Governor of the state of Rio de Janeiro. , Hu Jintao visited the space research institute of Brazil.","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Luiz Inacio Lula da Silva, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Rosinha Garotinho, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang",,http://www.chinavitae.com//vip/index.php?mode=show&id=2885
944,China,Hu Jintao,,Portugal,Porto,10.11.2004,10.11.2004,"Hu Jintao met with Portuguese Prime Minister Pedro Santana Lopes, while on a stopover en route to his four-nation tour of Latin America. 
. ","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Pedro Santana Lopes",,http://www.chinavitae.com//vip/index.php?mode=show&id=2865
945,China,Hu Jintao,,Uzbekistan,Tashkent,15.6.2004,17.6.2004,"Hu Jintao and Uzbek President Islam Abduganiyevich Karimov signed a joint statement on further developing a partnership of friendly cooperation., Hu Jintao met with Afghan President Hamid Karzai., Hu Jintao held talks with Kazakh President Nursultan Abishevich Nazarbayev., Hu Jintao held talks with Tajik President Emomali Rakhmonov., Hu Jintao held talks with Kyrgyz President Askar Akayev., Hu Jintao made a speech at the annual summit meeting of the Shanghai Cooperation Organization (SCO)., Hu Jintao and the five leaders formally launched the Regional Anti-terrorist Structure of the Shanghai Cooperation Organization (SCO). 
, Hu Jintao met with Russian President Vladimir Putin.","Hu Jintao, Bo Xilai, Ma Kai, Tang Jiaxuan, Abduganiyevich Karimov, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Hamid Karzai, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Nursultan Nazarbayev, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Emomali Rakhmonov, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Askar Akayev, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Deguang Zhang, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Vladimir Putin",,http://www.chinavitae.com//vip/index.php?mode=show&id=2167
946,China,Hu Jintao,,Romania,Bucharest,13.6.2004,14.6.2004,"Hu Jintao held talks with Romanian President Ion Iliescu., Hu Jintao met with Romanian Prime Minister Adrian Nastase., Hu Jintao met with Romanian Chairman of Senate Nicolae Vacaroiu and Chairman of the Chamber of Deputies Valer Dorneanu. 
","Hu Jintao, Bo Xilai, Tang Jiaxuan, Ion Iliescu, Hu Jintao, Bo Xilai, Tang Jiaxuan, Adrian Nastase, Hu Jintao, Bo Xilai, Tang Jiaxuan, Nicolae Vacaroiu, Valer Dorneanu",,http://www.chinavitae.com//vip/index.php?mode=show&id=2136
947,China,Hu Jintao,,Hungary,Budapest,10.6.2004,11.6.2004,"Hu Jintao held talks with Hungarian President Madl Ferenc., Hu Jintao met with Hungarian Prime Minister Medgyessy Peter. 
, Hu Jintao met with Szili Katalin, President of the Hungarian National Assembly. ","Hu Jintao, Bo Xilai, Li Zhaoxing, Tang Jiaxuan, Madl Ferenc, Hu Jintao, Bo Xilai, Tang Jiaxuan, Medgyessy Peter, Hu Jintao, Bo Xilai, Tang Jiaxuan, Szili Katalin",,http://www.chinavitae.com//vip/index.php?mode=show&id=2123
948,China,Hu Jintao,,Poland,Warsaw,8.6.2004,9.6.2004,"Hu Jintao and Polish President Aleksander Kwasniewski attended the signing ceremony of Sino-Polish Joint Communique., Hu Jintao met with Polish Senate Speaker Longin Hieronim Pastusiak., Hu Jintao met with Jozef Oleksy, speaker of the House of Representatives of Poland. , Hu Jintao met with Polish Prime Minister Marek Belka.","Hu Jintao, Bo Xilai, Li Zhaoxing, Tang Jiaxuan, Aleksander Kwasniewski, Hu Jintao, Bo Xilai, Li Zhaoxing, Tang Jiaxuan, Longin Hieronim Pastusiak, Hu Jintao, Bo Xilai, Li Zhaoxing, Tang Jiaxuan, Jozef Oleksy, Hu Jintao, Bo Xilai, Li Zhaoxing, Tang Jiaxuan, Marek Belka",,http://www.chinavitae.com//vip/index.php?mode=show&id=2115
949,China,Hu Jintao,,Algeria,Algiers,3.2.2004,4.2.2004,"Hu Jintao attended a banquet hosted by Algerian President Abdelaziz Bouteflika., Hu Jintao held talks with Algerian President Abdelaziz Bouteflika., Hu Jintao met with Algerian Prime Minister Ahmed Ouyahia., Hu Jintao met with Speaker of the Algerian National Assembly Karim Younes., Hu Jintao met with Abdelkader Bensalah, president of the Algerian Council of the Nation.","Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Abdelaziz Bouteflika, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Abdelaziz Bouteflika, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Ahmed Ouyahia, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Karim Younes, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Abdelkader Bensalah",,http://www.chinavitae.com//vip/index.php?mode=show&id=1510
950,China,Hu Jintao,,Gabon,Libreville,1.2.2004,2.2.2004,"Hu Jintao was welcomed by Gabonese President El Hadj Omar Bongo Ondimba with a welcoming ceremony at the airport. 
, Hu Jintao addressed the National Assembly of Gabon., Hu Jintao held talks with Gabon's president, El Hadj Omar Bongo Ondimba.","Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Yongqing Liu, El Hadj Omar Bongo Ondimba, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, El Hadj Omar Bongo Ondimba",,http://www.chinavitae.com//vip/index.php?mode=show&id=1501
951,China,Hu Jintao,,Egypt,Cairo,29.1.2004,30.1.2004,"Hu Jintao held talks with Egyptian President Muhammed Hosni Mubarak., Hu Jintao met with Ahmed Fathi Sorour, speaker of the Egyptian People's Assembly and Mustapha Kamal Helmi, speaker of the Egyptian Advisory Council., Hu Jintao paid a visit to the Arab League's General Secretariat and met with Amr Mahmoud Moussa, the league's secretary-general and Arab representatives at the Arab League headquarters. 
","Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Hosni Mubarak, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Mustapha Kamal Helmi, Ahmed Fathi Sorour, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Amr Mahmoud Moussa",,http://www.chinavitae.com//vip/index.php?mode=show&id=1496
952,China,Hu Jintao,,France,Paris,26.1.2004,28.1.2004,"Hu Jintao and French President Jacques Chirac held a meeting to discuss bilateral relations and major international issues of common concern., Hu Jintao was welcomed by French President Jacques Chirac at Orly Airport., Hu Jintao addressed the French parliament., Hu Jintao and  French President Jacques Chirac signed a joint declaration after their talks, pledging to deepen the comprehensive strategic partnership between the two countries. 

    
, Hu Jintao met with French Prime Minster Jean-Pierre Raffarin., Hu Jintao met with UN Secretary-General Kofi Annan., Hu Jintao had a discussion with French business leaders, which was attended by Francois Loos, France's minister delegate in charge of foreign trade in the Ministry of the Economy, Finances and Industry., Hu Jintao met with French Senate President Christian Poncelet., Hu Jintao visited the city hall of Paris and made a speech on Sino-French friendship there.","Hu Jintao, Jacques Chirac, Hu Jintao, Li Zhaoxing, Sun Jiazheng, Tang Jiaxuan, Jacques Chirac, Hu Jintao, Li Zhaoxing, Sun Jiazheng, Tang Jiaxuan, Hu Jintao, Li Zhaoxing, Sun Jiazheng, Tang Jiaxuan, Jacques Chirac, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Jean-Pierre Raffarin, Hu Jintao, Kofi Annan, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Francois Loos, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Christian Poncelet, Hu Jintao, Li Zhaoxing, Sun Jiazheng, Tang Jiaxuan",,http://www.chinavitae.com//vip/index.php?mode=show&id=1484
953,China,Hu Jintao,,New Zealand,Auckland,25.10.2003,27.10.2003,"Hu Jintao met with New Zealand Governor-General 
Dame Silvia Cartwright.


, Hu Jintao held talks with New Zealand Prime Minister Helen Elizabeth Clark., Hu Jintao met with National Party leader Bill English., Hu Jintao met with Asia Foundation President Sir Dryden Spring, Carter Holt, Harvey CEO, Peter Springford,  Fonterra CEO, Andrew Ferrier and other New Zealand business leaders.","Hu Jintao, Li Zhaoxing, Wang Gang, Silvia Cartwright, Hu Jintao, Li Zhaoxing, Wang Gang, Helen Elizabeth Clark, Hu Jintao, Li Zhaoxing, Wang Gang, Bill English, Hu Jintao, Li Zhaoxing, Wang Gang, Andrew Ferrier, Sir Dryden Spring, Peter Springford",,http://www.chinavitae.com//vip/index.php?mode=show&id=1105
954,China,Hu Jintao,,Australia,Canberra,22.10.2003,24.10.2003,"Hu Jintao paid a courtesy call on Australian Governor-General Michael Jeffery., Hu Jintao met with Australian New South Wales Governor Marie Bashir and Premier Robert Carr., Hu Jintao met with Australian business leaders., Hu Jintao held talks with Australian Prime Minister John Winston Howard., Hu Jintao addressed the Federal Parliament of Australia.","Hu Jintao, Li Zhaoxing, Wang Gang, Michael Jeffery, Hu Jintao, Li Zhaoxing, Wang Gang, Marie Bashir, Robert Carr, Hu Jintao, Li Zhaoxing, Wang Gang, Hu Jintao, Li Zhaoxing, Wang Gang, John Winston Howard, Hu Jintao, Li Zhaoxing, Wang Gang",,http://www.chinavitae.com//vip/index.php?mode=show&id=1091
955,China,Hu Jintao,,Thailand,Bangkok,17.10.2003,20.10.2003,"Hu Jintao met with Uthai Pimchaichon, President of the Thai National Assembly. , Hu Jintao and his wife Liu Yongqing met with Thai King Bhumibol Adulyadej and Queen Sirikit., Hu Jintao arrived in the Thai capital of Bangkok for a state visit., Hu Jintao exchanged views with US President George W. Bush on bilateral relations as well as regional and international issues of common concern., Hu Jintao made a proposal on improving the Asia-Pacific Economic Cooperation (APEC) process at the first-day session of the 11th APEC Economic Leaders' Meeting. 

","Hu Jintao, Li Zhaoxing, Wang Gang, Uthai Pimchaichon, Hu Jintao, Li Zhaoxing, Wang Gang,  King Bhumibol Adulyadej,  Queen Sirikit, Hu Jintao, Li Zhaoxing, Wang Gang, Hu Jintao, Li Zhaoxing, Wang Gang, George W. Bush, Hu Jintao, Li Zhaoxing, Wang Gang",,http://www.chinavitae.com//vip/index.php?mode=show&id=1075
956,China,Hu Jintao,,Mongolia,Ulan Bator,4.6.2003,5.6.2003,"Hu Jintao met with Mongolian Prime Minister Nambaryn Enkhbayar., Hu Jintao met with Mongolian parliament leader Sanjibeghz Tumurochir., Hu Jintao held talks with Mongolian President Nachagyn Bagabandy., Hu Jintao met with Sanjibeghz Tumurochir, Chairman of the Mongolian State Great Hural (parliament)., Hu Jintao met with Mongolian Prime Minister Nambaryn Enkhbayar.","Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Nambaryn Enkhbayar, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Sanjibeghz Tumurochir, Hu Jintao, Li Zhaoxing, Lü Fuyuan, Tang Jiaxuan, Nachagyn Bagabandy, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Sanjibeghz Tumurochir, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Nambaryn Enkhbayar",,http://www.chinavitae.com//vip/index.php?mode=show&id=250
957,China,Hu Jintao,,Kazakhstan,Astana,3.6.2003,3.6.2003,"Hu Jintao met with Kazakh Prime Minister Imangali Tasmagambetov and  leaders of both Houses of the Parliament.
, Hu Jintao held talks with Kazakh President Nursultan Nazarbayev.","Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Imangali Tasmagambetov, Hu Jintao, Li Zhaoxing, Lü Fuyuan, Tang Jiaxuan, Nursultan Nazarbayev",,http://www.chinavitae.com//vip/index.php?mode=show&id=236
958,China,Jiang Zemin,,Mexico,Los Cabos,26.10.2002,27.10.2002,APEC meeting,,https://www.fmprc.gov.cn/web/ziliao_674904/zt_674979/ywzt_675099/zt2002_675989/,
959,China,Jiang Zemin,,United States of America,"Chicago, Crawford(Texas), Houston",22.10.2002,25.10.2002,Visit to the US,"George H. Ryan, Governor of the State of Illinois.George W Bush President of the US, George Bush, father of current president",http://www.china-embassy.org/eng/zmgx/zysj/jzmfm/t35923.htm,https://www.fmprc.gov.cn/web/ziliao_674904/zt_674979/ywzt_675099/zt2002_675989/
960,China,Jiang Zemin,,Estonia,Tallinn,12.6.2002,13.6.2002,tour in Europe,"Estonian Prime Minister Siim Kallas, Estonian President Arnold Ruutel",http://en.people.cn/200206/14/eng20020614_97814.shtml,https://vm.ee/en/news/chinas-president-visit-estonia
961,China,Jiang Zemin,,Latvia,,10.6.2002,12.6.2002,tour in Europe,"h President of the Republic of Latvia Vaira Vike-Freiberga, Speaker of the Saeima Janis Straume, Prime Minister Andris Berzins and Minister of Foreign Affairs Indulis Berzins. The President of the Republic of Latvia hosted the state dinner in honour of President Jiang Zemin and Mrs. Wang Yeping.",https://www.mfa.gov.lv/en/news/latest-news/3245-visit-of-president-jiang-zemin-of-the-people-s-republic-of-china-to-latvia,
962,China,Jiang Zemin,,Russia,St. Petersburg,5.6.2002,5.6.2002,Shanghai Cooperation Organization(SCO,,https://www.fmprc.gov.cn/mfa_eng/topics_665678/3729_666010/t19104.shtml,https://www.fmprc.gov.cn/web/ziliao_674904/zt_674979/ywzt_675099/zt2002_675989/
963,China,Jiang Zemin,,Kazakhstan,Almaty,3.6.2002,3.6.2002,Conference on Interaction and Confidence Building Measures,,https://www.fmprc.gov.cn/mfa_eng/topics_665678/3729_666010/t19104.shtml,
964,China,Jiang Zemin,,Iran,Tehran,20.4.2002,22.4.2002,"Tour in Europe,Africa,Iran","President Mohammad Khatam, Chairman of Iran's State Expediency Council Ali Akbar Hashemi Rafsanjani and Mahdi Karrubi, Speaker of the Iranian Islamic Consultative Assembly (Majlis)",http://www.chinaembassy.org.zw/eng/xwdt/t148965.htm,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zzjg_663340/xybfs_663590/gjlb_663594/2818_663626/2820_663630/t16325.shtml
